ExCluster_ID	GeneID	Coordinate	Species	Membership_score
GF_004559.002	AT5G23910	chr5:8068452-8068600:+	araTha10	0.250
GF_004559.002	ENSG00000079616	chr16:29796893-29797089:+	hg38	0.330
GF_004560.001	AT5G02470	chr5:543326-543394:-	araTha10	0.440
GF_004560.001	AT5G03415	chr5:844336-844404:+	araTha10	0.670
GF_004560.001	ENSG00000114126	chr3:141970073-141970141:-	hg38	0.670
GF_004560.001	ENSG00000198176	chr13:113634534-113634602:+	hg38	0.440
GF_004560.002	AT5G02470	chr5:543489-543629:-	araTha10	0.220
GF_004560.002	AT5G03415	chr5:844107-844253:+	araTha10	0.670
GF_004560.002	ENSG00000114126	chr3:141974048-141974191:-	hg38	0.440
GF_004560.002	ENSG00000198176	chr13:113633890-113634033:+	hg38	0.440
GF_004560.003	AT5G02470	chr5:544305-544423:-	araTha10	0.220
GF_004560.003	ENSG00000198176	chr13:113631623-113631744:+	hg38	0.110
GF_004560.003	FBgn0011763	chr2R:13225481-13225624:+	dm6	0.110
GF_004560.004	ENSG00000114126	chr3:141952868-141953016:-	hg38	0.440
GF_004560.004	FBgn0011763	chr2R:13226986-13227167:+	dm6	0.440
GF_004560.004	WBGene00001061	chrII:9171125-9171319:+	ce11	0.220
GF_004560.005	ENSG00000114126	chr3:141959674-141959840:-	hg38	0.140
GF_004560.005	ENSG00000198176	chr13:113636534-113636700:+	hg38	0.140
GF_004560.005	FBgn0011763	chr2R:13226700-13226782:+	dm6	0.220
GF_004560.006	AT5G03415	chr5:844867-845197:+	araTha10	0.140
GF_004560.006	ENSG00000114126	chr3:141963019-141963172:-	hg38	0.140
GF_004560.007	AT5G02470	chr5:543006-543104:-	araTha10	0.140
GF_004560.007	AT5G03415	chr5:844504-844602:+	araTha10	0.140
GF_004560.007	ENSG00000114126	chr3:141963812-141963963:-	hg38	0.220
GF_004560.008	AT5G02470	chr5:544156-544217:-	araTha10	0.110
GF_004560.008	AT5G03415	chr5:843468-843547:+	araTha10	0.220
GF_004560.008	AT5G03415	chr5:843686-843729:+	araTha10	0.110
GF_004560.008	ENSG00000114126	chr3:141978520-141978630:-	hg38	0.270
GF_004560.008	ENSG00000198176	chr13:113633120-113633285:+	hg38	0.090
GF_004560.009	FBgn0011763	chr2R:13226846-13226929:+	dm6	0.430
GF_004560.009	WBGene00001061	chrII:9170964-9171077:+	ce11	0.430
GF_004561.001	AT5G03220	chr5:767807-767880:-	araTha10	0.250
GF_004561.001	AT5G03500	chr5:876871-876944:-	araTha10	0.250
GF_004561.001	WBGene00002324	chrI:14821123-14821193:+	ce11	0.330
GF_004562.001	ENSG00000119640	chr14:75053447-75053659:-	hg38	0.080
GF_004562.001	ENSG00000170634	chr2:54138639-54138748:+	hg38	0.770
GF_004562.001	FBgn0031700	chr2L:5328253-5328379:-	dm6	0.110
GF_004562.001	FBgn0038363	chr3R:15793042-15793151:+	dm6	0.440
GF_004562.001	FBgn0040524	chr3R:8008552-8008661:-	dm6	0.330
GF_004562.001	FBgn0085190	chr2L:10581261-10581370:-	dm6	0.330
GF_004562.002	ENSG00000119640	chr14:75056501-75056560:-	hg38	0.080
GF_004562.002	ENSG00000170634	chr2:54304688-54304799:+	hg38	0.920
GF_004562.002	FBgn0031700	chr2L:5328078-5328189:-	dm6	0.330
GF_004562.002	FBgn0038363	chr3R:15793210-15793321:+	dm6	0.330
GF_004562.002	FBgn0040524	chr3R:8008386-8008500:-	dm6	0.330
GF_004562.002	FBgn0085190	chr2L:10581094-10581205:-	dm6	0.440
GF_004562.003	ENSG00000119640	chr14:75063470-75063553:-	hg38	0.180
GF_004562.003	ENSG00000170634	chr2:54115615-54115756:+	hg38	0.270
GF_004562.003	FBgn0038363	chr3R:15792835-15792901:+	dm6	0.220
GF_004562.003	FBgn0040524	chr3R:8008847-8009051:-	dm6	0.110
GF_004562.003	FBgn0085190	chr2L:10581502-10581637:-	dm6	0.220
GF_004562.004	ENSG00000170634	chr2:54135453-54135469:+	hg38	0.820
GF_004562.004	FBgn0038363	chr3R:15792957-15792973:+	dm6	0.430
GF_004562.004	FBgn0040524	chr3R:8008776-8008792:-	dm6	0.430
GF_004562.004	FBgn0085190	chr2L:10581424-10581440:-	dm6	0.430
GF_004563.001	ENSG00000160688	chr1:154990159-154990257:+	hg38	0.250
GF_004563.001	WBGene00011271	chrII:9946386-9946481:+	ce11	0.250
GF_004563.002	AT5G03430	chr5:851059-851286:-	araTha10	0.250
GF_004563.002	ENSG00000160688	chr1:154992902-154993034:+	hg38	0.250
GF_004565.001	AT5G67170	chr5:26800920-26801069:+	araTha10	0.330
GF_004565.001	ENSG00000169914	chr1:19904267-19904398:+	hg38	0.330
GF_004566.001	AT5G04600	chr5:1323918-1324035:+	araTha10	0.330
GF_004566.001	WBGene00011408	chrIII:4693086-4693289:-	ce11	0.330
GF_004568.001	AT5G04710	chr5:1357276-1357381:-	araTha10	0.200
GF_004568.001	WBGene00017163	chrIII:5861994-5862084:-	ce11	0.200
GF_004568.002	AT5G60160	chr5:24226711-24226783:-	araTha10	0.570
GF_004568.002	ENSG00000123992	chr2:219387070-219387157:-	hg38	0.290
GF_004568.002	WBGene00017163	chrIII:5863453-5863546:-	ce11	0.570
GF_004568.003	AT5G04710	chr5:1358048-1358180:-	araTha10	0.200
GF_004568.003	ENSG00000123992	chr2:219381998-219382139:-	hg38	0.200
GF_004568.004	AT5G60160	chr5:24226302-24226380:-	araTha10	0.200
GF_004568.004	ENSG00000123992	chr2:219386665-219386772:-	hg38	0.200
GF_004569.001	ENSG00000118322	chr5:160598770-160598970:-	hg38	0.170
GF_004569.001	ENSG00000145246	chr4:47576773-47576973:+	hg38	0.170
GF_004569.001	ENSG00000206190	chr15:25683286-25683486:-	hg38	0.170
GF_004569.001	FBgn0032120	chr2L:9518623-9518808:+	dm6	0.300
GF_004569.002	ENSG00000118322	chr5:160670463-160670667:-	hg38	0.170
GF_004569.002	ENSG00000145246	chr4:47523012-47523216:+	hg38	0.170
GF_004569.002	ENSG00000206190	chr15:25781019-25781223:-	hg38	0.170
GF_004569.002	FBgn0032120	chr2L:9515314-9515494:+	dm6	0.300
GF_004569.003	ENSG00000145246	chr4:47587019-47587206:+	hg38	0.170
GF_004569.003	FBgn0032120	chr2L:9519147-9519334:+	dm6	0.170
GF_004569.004	ENSG00000145246	chr4:47587997-47588051:+	hg38	0.170
GF_004569.004	WBGene00020784	chrII:6236888-6236939:-	ce11	0.170
GF_004569.005	ENSG00000206190	chr15:25862648-25863096:-	hg38	0.500
GF_004569.005	FBgn0032120	chr2L:9503792-9504813:+	dm6	0.500
GF_004570.001	AT5G05080	chr5:1499715-1499859:-	araTha10	0.750
GF_004570.001	ENSG00000108106	chr19:55406815-55406962:-	hg38	0.750
GF_004570.002	AT5G05080	chr5:1499970-1499972:-	araTha10	0.670
GF_004570.002	ENSG00000108106	chr19:55407587-55407589:-	hg38	1.000
GF_004570.002	FBgn0030863	chrX:17702201-17702209:-	dm6	0.670
GF_004570.003	AT5G05080	chr5:1499327-1499439:-	araTha10	0.250
GF_004570.003	ENSG00000108106	chr19:55404288-55404478:-	hg38	0.250
GF_004572.001	AT5G05490	chr5:1624712-1624764:+	araTha10	0.330
GF_004572.001	ENSG00000100918	chr14:24172553-24172608:+	hg38	0.330
GF_004572.002	AT5G05490	chr5:1624995-1625063:+	araTha10	1.000
GF_004572.002	ENSG00000100918	chr14:24172713-24172781:+	hg38	1.000
GF_004572.003	AT5G05490	chr5:1629062-1629141:+	araTha10	1.000
GF_004572.003	ENSG00000100918	chr14:24180010-24180092:+	hg38	1.000
GF_004572.004	AT5G05490	chr5:1625189-1625247:+	araTha10	0.330
GF_004572.004	ENSG00000100918	chr14:24172899-24172996:+	hg38	0.330
GF_004572.005	AT5G05490	chr5:1628869-1628981:+	araTha10	0.330
GF_004572.005	ENSG00000100918	chr14:24179800-24179906:+	hg38	0.330
GF_004573.001	ENSG00000170448	chr4:47894180-47894302:-	hg38	1.000
GF_004573.001	FBgn0035518	chr3L:4257584-4257715:-	dm6	1.000
GF_004573.002	ENSG00000170448	chr4:47885879-47885999:-	hg38	0.330
GF_004573.002	FBgn0035518	chr3L:4257312-4257520:-	dm6	0.330
GF_004574.001	AT5G05970	chr5:1795464-1795626:+	araTha10	1.000
GF_004574.001	ENSG00000139350	chr12:96909760-96909895:+	hg38	1.000
GF_004574.002	AT5G05970	chr5:1795976-1796088:+	araTha10	0.330
GF_004574.002	ENSG00000139350	chr12:96912723-96912817:+	hg38	0.330
GF_004574.003	AT5G05970	chr5:1796525-1796629:+	araTha10	0.330
GF_004574.003	ENSG00000139350	chr12:96917621-96917691:+	hg38	0.330
GF_004574.004	AT5G05970	chr5:1799206-1799310:+	araTha10	0.330
GF_004574.004	ENSG00000139350	chr12:96951949-96952050:+	hg38	0.330
GF_004575.001	AT5G06120	chr5:1845309-1845549:+	araTha10	0.170
GF_004575.001	ENSG00000130227	chr8:21966857-21967003:+	hg38	0.170
GF_004575.002	AT5G06120	chr5:1845646-1845806:+	araTha10	0.400
GF_004575.002	ENSG00000130227	chr8:21970144-21970310:+	hg38	0.500
GF_004575.002	ENSG00000204764	chr5:170892387-170892490:+	hg38	0.120
GF_004575.002	FBgn0053180	chrX:15933143-15933538:-	dm6	0.100
GF_004575.003	AT5G06120	chr5:1845922-1845987:+	araTha10	0.750
GF_004575.003	ENSG00000130227	chr8:21971876-21971941:+	hg38	0.500
GF_004575.003	ENSG00000204764	chr5:170896050-170896115:+	hg38	0.500
GF_004575.004	AT5G06120	chr5:1852139-1852237:+	araTha10	0.750
GF_004575.004	ENSG00000130227	chr8:22003219-22003317:+	hg38	0.500
GF_004575.004	ENSG00000204764	chr5:171293883-171293981:+	hg38	0.500
GF_004575.005	ENSG00000130227	chr8:21981731-21981877:+	hg38	0.170
GF_004575.005	ENSG00000204764	chr5:170918713-170918859:+	hg38	0.170
GF_004575.005	FBgn0053180	chrX:15932044-15932190:-	dm6	0.250
GF_004575.006	AT5G06120	chr5:1850054-1850117:+	araTha10	0.250
GF_004575.006	ENSG00000130227	chr8:21990344-21990407:+	hg38	0.170
GF_004575.006	ENSG00000204764	chr5:171183167-171183230:+	hg38	0.170
GF_004575.007	AT5G06120	chr5:1851646-1851792:+	araTha10	0.080
GF_004575.007	ENSG00000130227	chr8:21999536-21999674:+	hg38	0.300
GF_004575.007	ENSG00000204764	chr5:171242682-171242820:+	hg38	0.100
GF_004575.007	FBgn0053180	chrX:15930117-15930255:-	dm6	0.170
GF_004575.007	WBGene00007952	chrV:10522525-10522827:-	ce11	0.080
GF_004575.008	ENSG00000130227	chr8:22004995-22005085:+	hg38	0.500
GF_004575.008	ENSG00000204764	chr5:171298762-171298855:+	hg38	0.500
GF_004575.008	FBgn0053180	chrX:15929336-15929402:-	dm6	0.750
GF_004575.009	AT5G06120	chr5:1847353-1847476:+	araTha10	0.170
GF_004575.009	ENSG00000204764	chr5:170916465-170916584:+	hg38	0.170
GF_004575.010	AT5G06120	chr5:1849535-1849639:+	araTha10	0.170
GF_004575.010	ENSG00000204764	chr5:170968256-170968377:+	hg38	0.170
GF_004575.011	FBgn0053180	chrX:15930323-15930882:-	dm6	0.170
GF_004575.011	WBGene00007952	chrV:10522878-10523283:-	ce11	0.170
GF_004575.012	ENSG00000130227	chr8:21919771-21919788:+	hg38	0.170
GF_004575.012	WBGene00007952	chrV:10525856-10525870:-	ce11	0.170
GF_004577.001	ENSG00000126216	chr13:112522320-112522509:-	hg38	0.330
GF_004577.001	FBgn0001612	chrX:13742049-13742241:-	dm6	0.330
GF_004579.001	AT5G07340	chr5:2319336-2319455:+	araTha10	0.140
GF_004579.001	AT5G61790	chr5:24827397-24827516:-	araTha10	0.140
GF_004579.001	FBgn0015622	chr3R:29315945-29316169:-	dm6	0.220
GF_004579.002	ENSG00000127022	chr5:179708259-179708380:+	hg38	0.140
GF_004579.002	WBGene00000567	chrIII:9816492-9816562:-	ce11	0.140
GF_004579.003	ENSG00000127022	chr5:179709873-179709949:+	hg38	0.140
GF_004579.003	FBgn0015622	chr3R:29317836-29317969:-	dm6	0.140
GF_004579.004	AT5G61790	chr5:24827601-24827711:-	araTha10	0.090
GF_004579.004	ENSG00000127022	chr5:179723660-179723779:+	hg38	0.220
GF_004579.004	ENSG00000153132	chr4:140392586-140392711:-	hg38	0.110
GF_004579.004	FBgn0015622	chr3R:29316504-29316629:-	dm6	0.180
GF_004579.005	ENSG00000127022	chr5:179728591-179728641:+	hg38	0.140
GF_004579.005	FBgn0015622	chr3R:29315838-29315879:-	dm6	0.140
GF_004580.001	ENSG00000197157	chr7:127652374-127652451:+	hg38	0.250
GF_004580.001	FBgn0035121	chr3L:264118-264210:-	dm6	0.250
GF_004580.002	AT5G61780	chr5:24825227-24825421:+	araTha10	0.250
GF_004580.002	ENSG00000197157	chr7:128074502-128074690:+	hg38	0.250
GF_004581.001	ENSG00000086544	chr19:40717136-40718290:+	hg38	0.500
GF_004581.001	ENSG00000137825	chr15:41493928-41494416:+	hg38	0.200
GF_004581.001	FBgn0266375	chrX:13305880-13306947:+	dm6	0.300
GF_004581.001	FBgn0266375	chrX:13325854-13326855:+	dm6	0.300
GF_004581.001	WBGene00002979	chrI:5037391-5037909:+	ce11	0.250
GF_004581.002	ENSG00000086544	chr19:40736986-40737087:+	hg38	0.500
GF_004581.002	ENSG00000137825	chr15:41502402-41502488:+	hg38	0.170
GF_004581.002	ENSG00000143772	chr1:226639557-226639658:-	hg38	0.170
GF_004581.002	FBgn0266375	chrX:13328151-13328261:+	dm6	0.500
GF_004581.003	ENSG00000086544	chr19:40739357-40739557:+	hg38	0.170
GF_004581.003	FBgn0266375	chrX:13328388-13328762:+	dm6	0.170
GF_004581.004	ENSG00000086544	chr19:40725340-40725439:+	hg38	0.170
GF_004581.004	ENSG00000137825	chr15:41501463-41501559:+	hg38	0.170
GF_004581.004	ENSG00000143772	chr1:226648672-226648771:-	hg38	0.170
GF_004581.004	WBGene00002979	chrI:5038545-5038638:+	ce11	0.300
GF_004581.005	FBgn0266375	chrX:13327666-13327934:+	dm6	0.170
GF_004581.005	WBGene00002979	chrI:5038929-5039203:+	ce11	0.170
GF_004582.001	AT5G07660	chr5:2422839-2422998:+	araTha10	0.150
GF_004582.001	AT5G61460	chr5:24721685-24721841:-	araTha10	0.150
GF_004582.001	ENSG00000163029	chr2:17741612-17741729:-	hg38	0.130
GF_004582.001	FBgn0266282	chr3R:24192705-24192924:-	dm6	0.070
GF_004582.001	WBGene00007694	chrX:12235987-12236062:+	ce11	0.230
GF_004582.001	WBGene00010056	chrII:11578885-11579010:+	ce11	0.150
GF_004582.002	AT5G07660	chr5:2423241-2423346:+	araTha10	0.820
GF_004582.002	AT5G61460	chr5:24721335-24721440:-	araTha10	0.820
GF_004582.002	ENSG00000163029	chr2:17738221-17738326:-	hg38	0.920
GF_004582.002	WBGene00007694	chrX:12236111-12236216:+	ce11	0.820
GF_004582.002	WBGene00010056	chrII:11579057-11579162:+	ce11	0.820
GF_004582.003	AT5G07660	chr5:2423429-2423562:+	araTha10	0.430
GF_004582.003	AT5G61460	chr5:24721012-24721145:-	araTha10	0.430
GF_004582.003	ENSG00000163029	chr2:17731741-17731877:-	hg38	0.670
GF_004582.004	AT5G07660	chr5:2423702-2423757:+	araTha10	0.430
GF_004582.004	AT5G61460	chr5:24720771-24720826:-	araTha10	0.430
GF_004582.004	ENSG00000163029	chr2:17731078-17731139:-	hg38	0.670
GF_004582.005	AT5G07660	chr5:2428016-2428111:+	araTha10	0.140
GF_004582.005	ENSG00000163029	chr2:17696289-17696426:-	hg38	0.140
GF_004582.006	AT5G07660	chr5:2429663-2429757:+	araTha10	0.140
GF_004582.006	AT5G61460	chr5:24714701-24714795:-	araTha10	0.140
GF_004582.006	ENSG00000163029	chr2:17666420-17666517:-	hg38	0.220
GF_004582.007	AT5G07660	chr5:2429855-2429909:+	araTha10	0.140
GF_004582.007	AT5G61460	chr5:24714554-24714608:-	araTha10	0.140
GF_004582.007	ENSG00000163029	chr2:17665502-17665613:-	hg38	0.220
GF_004582.008	AT5G07660	chr5:2428271-2428407:+	araTha10	0.140
GF_004582.008	AT5G61460	chr5:24715776-24715912:-	araTha10	0.430
GF_004582.008	ENSG00000163029	chr2:17695152-17695297:-	hg38	0.440
GF_004582.009	AT5G07660	chr5:2429407-2429504:+	araTha10	0.140
GF_004582.009	AT5G61460	chr5:24714884-24714981:-	araTha10	0.140
GF_004582.009	ENSG00000163029	chr2:17670423-17670575:-	hg38	0.220
GF_004582.010	AT5G07660	chr5:2428691-2428770:+	araTha10	0.140
GF_004582.010	ENSG00000163029	chr2:17683638-17683763:-	hg38	0.140
GF_004582.011	AT5G07660	chr5:2425036-2425170:+	araTha10	0.140
GF_004582.011	AT5G61460	chr5:24719680-24719799:-	araTha10	0.140
GF_004582.011	ENSG00000163029	chr2:17718077-17718223:-	hg38	0.220
GF_004582.012	AT5G07660	chr5:2423872-2423958:+	araTha10	0.140
GF_004582.012	AT5G61460	chr5:24720584-24720670:-	araTha10	0.140
GF_004582.012	ENSG00000163029	chr2:17726389-17726469:-	hg38	0.220
GF_004583.001	AT5G07830	chr5:2504903-2505051:+	araTha10	0.170
GF_004583.001	AT5G34940	chr5:13237393-13237541:-	araTha10	0.170
GF_004583.001	AT5G61250	chr5:24633764-24633912:-	araTha10	0.170
GF_004583.001	ENSG00000172987	chr10:98743883-98744057:-	hg38	0.300
GF_004583.002	AT5G61250	chr5:24632957-24633082:-	araTha10	0.170
GF_004583.002	ENSG00000173083	chr4:83306203-83306317:-	hg38	0.170
GF_004584.001	AT5G07920	chr5:2525200-2525346:-	araTha10	0.500
GF_004584.001	AT5G63770	chr5:25522255-25522401:+	araTha10	0.500
GF_004584.001	ENSG00000145214	chr4:960623-960721:-	hg38	0.710
GF_004584.001	FBgn0051140	chr3R:23980528-23980773:+	dm6	0.420
GF_004584.001	FBgn0051140	chr3R:23981726-23981902:+	dm6	0.330
GF_004584.001	WBGene00000958	chrX:984638-984838:-	ce11	0.640
GF_004584.002	AT5G07920	chr5:2525526-2525663:-	araTha10	0.500
GF_004584.002	AT5G63770	chr5:25521985-25522122:+	araTha10	0.500
GF_004584.002	ENSG00000145214	chr4:961049-961201:-	hg38	0.750
GF_004584.003	ENSG00000145214	chr4:965928-966078:-	hg38	0.170
GF_004584.003	WBGene00000958	chrX:987701-987848:-	ce11	0.170
GF_004584.004	ENSG00000145214	chr4:968282-968407:-	hg38	0.500
GF_004584.004	FBgn0051140	chr3R:23973208-23973292:+	dm6	0.120
GF_004584.004	WBGene00000958	chrX:989686-989817:-	ce11	0.380
GF_004584.005	ENSG00000145214	chr4:968479-968564:-	hg38	0.750
GF_004584.005	FBgn0051140	chr3R:23973035-23973141:+	dm6	0.750
GF_004584.005	WBGene00000958	chrX:990314-990402:-	ce11	0.750
GF_004584.006	ENSG00000145214	chr4:968811-968910:-	hg38	0.500
GF_004584.006	FBgn0051140	chr3R:23972609-23972711:+	dm6	0.500
GF_004584.006	WBGene00000958	chrX:990456-990638:-	ce11	0.250
GF_004584.007	ENSG00000145214	chr4:970993-971072:-	hg38	0.500
GF_004584.007	FBgn0051140	chr3R:23972448-23972527:+	dm6	0.500
GF_004584.008	ENSG00000145214	chr4:973212-973482:-	hg38	0.750
GF_004584.008	ENSG00000145214	chr4:986806-986851:-	hg38	0.120
GF_004584.008	FBgn0051140	chr3R:23966591-23966702:+	dm6	0.700
GF_004584.008	WBGene00000958	chrX:991079-991235:-	ce11	0.600
GF_004584.009	FBgn0051140	chr3R:23979515-23979622:+	dm6	0.500
GF_004584.009	WBGene00000958	chrX:985192-985290:-	ce11	0.500
GF_004585.001	ENSG00000058866	chr3:186150093-186150188:-	hg38	0.170
GF_004585.001	ENSG00000065357	chr12:55953685-55953765:+	hg38	0.170
GF_004585.001	ENSG00000136267	chr7:14149134-14149238:-	hg38	0.170
GF_004585.001	FBgn0085390	chr2R:7836826-7836912:-	dm6	0.300
GF_004585.002	ENSG00000058866	chr3:186188202-186188379:-	hg38	0.120
GF_004585.002	ENSG00000065357	chr12:55952734-55952869:+	hg38	0.250
GF_004585.002	ENSG00000136267	chr7:14338515-14338710:-	hg38	0.120
GF_004585.002	FBgn0085390	chr2R:7837246-7837474:-	dm6	0.250
GF_004585.002	WBGene00000960	chrIII:9167319-9167525:+	ce11	0.080
GF_004585.003	ENSG00000058866	chr3:186267685-186267777:-	hg38	0.170
GF_004585.003	FBgn0085390	chr2R:7845739-7845870:-	dm6	0.170
GF_004585.004	ENSG00000058866	chr3:186272255-186272343:-	hg38	0.170
GF_004585.004	ENSG00000136267	chr7:14682553-14682669:-	hg38	0.170
GF_004585.004	FBgn0085390	chr2R:7847432-7847643:-	dm6	0.250
GF_004585.005	ENSG00000058866	chr3:186275547-186275664:-	hg38	0.380
GF_004585.005	ENSG00000065357	chr12:55939415-55939529:+	hg38	0.500
GF_004585.005	ENSG00000136267	chr7:14685245-14685362:-	hg38	0.380
GF_004585.005	FBgn0085390	chr2R:7848273-7848404:-	dm6	0.080
GF_004585.005	WBGene00000960	chrIII:9165717-9165837:+	ce11	0.750
GF_004585.006	ENSG00000058866	chr3:186279851-186279973:-	hg38	0.170
GF_004585.006	ENSG00000065357	chr12:55939186-55939305:+	hg38	0.170
GF_004585.006	ENSG00000136267	chr7:14694075-14694194:-	hg38	0.500
GF_004585.006	WBGene00000960	chrIII:9165385-9165504:+	ce11	0.500
GF_004585.007	ENSG00000058866	chr3:186306901-186306977:-	hg38	0.750
GF_004585.007	ENSG00000065357	chr12:55937017-55937090:+	hg38	0.750
GF_004585.007	ENSG00000136267	chr7:14757655-14757731:-	hg38	0.500
GF_004585.007	FBgn0085390	chr2R:7859163-7859245:-	dm6	0.830
GF_004585.007	WBGene00000960	chrIII:9163243-9163325:+	ce11	0.670
GF_004585.008	ENSG00000058866	chr3:186320393-186320459:-	hg38	0.750
GF_004585.008	ENSG00000065357	chr12:55936504-55936567:+	hg38	0.750
GF_004585.008	ENSG00000136267	chr7:14841194-14841263:-	hg38	0.750
GF_004585.008	FBgn0085390	chr2R:7860992-7861070:-	dm6	1.000
GF_004585.008	WBGene00000960	chrIII:9163077-9163125:+	ce11	1.000
GF_004585.009	ENSG00000065357	chr12:55937408-55937543:+	hg38	0.250
GF_004585.009	FBgn0085390	chr2R:7854522-7854720:-	dm6	0.120
GF_004585.009	WBGene00000960	chrIII:9164527-9164806:+	ce11	0.120
GF_004585.010	ENSG00000065357	chr12:55937978-55938051:+	hg38	0.250
GF_004585.010	FBgn0085390	chr2R:7850927-7851052:-	dm6	0.120
GF_004585.010	WBGene00000960	chrIII:9165046-9165162:+	ce11	0.120
GF_004585.011	ENSG00000065357	chr12:55938511-55938560:+	hg38	0.250
GF_004585.011	ENSG00000136267	chr7:14698095-14698169:-	hg38	0.120
GF_004585.011	ENSG00000136267	chr7:14701681-14701730:-	hg38	0.120
GF_004585.011	FBgn0085390	chr2R:7850719-7850843:-	dm6	0.420
GF_004585.011	WBGene00000960	chrIII:9165208-9165332:+	ce11	0.420
GF_004585.012	ENSG00000136267	chr7:14176827-14176899:-	hg38	0.170
GF_004585.012	WBGene00000960	chrIII:9167808-9167908:+	ce11	0.170
GF_004586.001	ENSG00000077044	chr2:233354519-233354674:+	hg38	0.600
GF_004586.001	ENSG00000102780	chr13:42048774-42048965:+	hg38	0.600
GF_004586.001	FBgn0085413	chr3R:7815219-7815458:+	dm6	0.860
GF_004586.002	ENSG00000077044	chr2:233388257-233388367:+	hg38	0.600
GF_004586.002	ENSG00000102780	chr13:42127463-42127573:+	hg38	0.600
GF_004586.002	FBgn0085413	chr3R:7818820-7818933:+	dm6	0.860
GF_004586.003	ENSG00000077044	chr2:233390403-233390483:+	hg38	0.200
GF_004586.003	ENSG00000102780	chr13:42129552-42129632:+	hg38	0.200
GF_004586.003	FBgn0085413	chr3R:7836702-7836782:+	dm6	0.290
GF_004586.004	ENSG00000077044	chr2:233435818-233435924:+	hg38	0.600
GF_004586.004	ENSG00000102780	chr13:42159266-42159372:+	hg38	0.600
GF_004586.004	WBGene00006483	chrIV:8632208-8632314:+	ce11	0.860
GF_004586.005	ENSG00000077044	chr2:233438313-233438379:+	hg38	0.200
GF_004586.005	WBGene00006483	chrIV:8633434-8633581:+	ce11	0.200
GF_004586.006	ENSG00000077044	chr2:233451964-233452060:+	hg38	0.200
GF_004586.006	ENSG00000102780	chr13:42198478-42198595:+	hg38	0.200
GF_004586.006	WBGene00006483	chrIV:8635487-8635646:+	ce11	0.290
GF_004586.007	ENSG00000102780	chr13:42155315-42155395:+	hg38	0.200
GF_004586.007	WBGene00006483	chrIV:8631433-8631528:+	ce11	0.200
GF_004586.008	ENSG00000102780	chr13:42155667-42155799:+	hg38	0.200
GF_004586.008	WBGene00006483	chrIV:8632080-8632161:+	ce11	0.200
GF_004587.001	ENSG00000153933	chr17:56845690-56845809:+	hg38	0.250
GF_004587.001	WBGene00000959	chrX:4496542-4496829:-	ce11	0.250
GF_004587.002	ENSG00000153933	chr17:56862612-56862788:+	hg38	0.250
GF_004587.002	FBgn0020930	chr2R:12759399-12759515:+	dm6	0.250
GF_004587.003	ENSG00000153933	chr17:56844019-56844178:+	hg38	0.250
GF_004587.003	WBGene00000959	chrX:4497237-4497369:-	ce11	0.250
GF_004588.001	ENSG00000149091	chr11:46333276-46333487:+	hg38	0.200
GF_004588.001	FBgn0261549	chrX:9019405-9019783:+	dm6	0.200
GF_004588.002	ENSG00000149091	chr11:46345256-46345295:+	hg38	0.200
GF_004588.002	FBgn0261549	chrX:9024074-9024137:+	dm6	0.200
GF_004588.003	ENSG00000149091	chr11:46347660-46347820:+	hg38	0.200
GF_004588.003	WBGene00019428	chrII:6465528-6465753:-	ce11	0.200
GF_004588.004	ENSG00000149091	chr11:46367291-46367399:+	hg38	0.200
